Difficulty,Difficulty Score,Time (ms),Recursive Solver Time (ms)
Easy,4600,0.7314,0.1072
Easy,5200,8.9445,5.7782
Easy,5400,8.8789,3.8779
Easy,5400,4.6165,2.7297
Easy,4900,1.5601,0.0995
Easy,5300,61.8255,59.849
Easy,5200,6.4021,0.5587
Easy,4700,3.4068,0.3523
Easy,4700,1.161,0.1896
Easy,4500,0.6177,0.2076
Easy,5300,22.6534,17.8011
Easy,5300,7.4912,3.5728
Easy,5400,20.3741,14.9428
Easy,4500,1.899,0.5421
Easy,4600,0.5336,0.0767
Easy,5400,3.1814,1.6793
Easy,4600,1.7934,0.2917
Easy,5000,5.2628,4.2798
Easy,4600,0.9018,0.0301
Easy,4600,0.5832,0.0446
Easy,4600,0.7933,0.1556
Easy,4800,1.0568,0.271
Easy,4400,0.8035,0.0471
Easy,5000,4.2987,0.4221
Easy,5200,7.2859,2.7686
Easy,4900,2.605,0.4116
Easy,5100,0.8911,0.2978
Easy,4400,0.815,0.1798
Easy,4400,0.5165,0.1113
Easy,5450,8.4852,3.325
Easy,4600,1.1273,0.2349
Easy,4900,1.7395,0.2393
Easy,4900,0.963,0.1019
Easy,5000,3.992,0.5617
Easy,5100,1.6129,0.1481
Easy,4500,0.9666,0.3857
Easy,4700,1.7299,1.1673
Easy,5300,5.1165,0.6878
Easy,5400,29.2157,18.6226
Easy,5300,8.5054,5.2335
Easy,5100,3.8397,0.2852
Easy,4800,2.0168,0.0536
Easy,5200,4.7661,2.0227
Easy,5300,5.6891,0.3884
Easy,5200,5.5275,0.5696
Easy,5000,4.2269,0.9083
Easy,5100,1.6189,0.4252
Easy,5400,20.2886,16.3762
Easy,5200,9.5822,2.2261
Easy,5400,28.2568,12.478
Easy,4500,0.9215,0.1035
Easy,4900,1.5636,0.109
Easy,5100,2.3858,0.8347
Easy,5000,1.4272,0.4643
Easy,5200,15.156,2.9953
Easy,5100,1.7841,0.4874
Easy,5100,6.7538,2.0909
Easy,5000,2.2053,0.087
Easy,4600,0.7098,0.1144
Easy,5400,52.941,47.6095
Easy,5300,3.0761,0.3026
Easy,5100,1.5456,0.553
Easy,4900,3.2267,0.8699
Easy,4500,0.7295,0.2306
Easy,5300,1.7674,0.3467
Easy,5200,2.4378,1.5987
Easy,4800,2.1593,0.9384
Easy,4900,6.3299,0.3169
Easy,4600,0.6854,0.1348
Easy,5400,12.4011,0.85
Easy,4400,1.982,0.3077
Easy,5200,2.2168,0.3056
Easy,5200,7.5523,1.4661
Easy,5350,5.8376,3.5269
Easy,4500,1.2076,0.0318
Easy,4700,1.1484,0.1142
Easy,5300,5.4074,2.045
Easy,4400,0.8696,0.0618
Easy,5300,3.0986,0.1816
Easy,5100,2.2028,0.6546
Easy,4600,1.0635,0.111
Easy,4800,1.3579,0.3856
Easy,4500,1.0607,0.1262
Easy,4700,1.172,0.1438
Easy,4900,3.1816,1.7709
Easy,5400,8.9564,6.486
Easy,4600,1.5596,0.165
Easy,5200,2.3804,0.1831
Easy,4400,1.112,0.0542
Easy,4900,1.1458,0.0594
Easy,4500,0.6854,0.0907
Easy,4400,0.5217,0.0742
Easy,5100,10.5616,5.4138
Easy,4900,2.3542,0.5757
Easy,4800,3.0197,0.3575
Easy,4500,0.5412,0.0285
Easy,5200,2.9549,0.6807
Easy,4400,1.5909,0.9285
Easy,5000,1.8369,0.9109
Easy,4800,1.0256,0.2665
Easy,5400,4.1228,0.4743
Easy,5000,5.329,0.5401
Easy,4800,0.5743,0.1027
Easy,4900,1.911,0.241
Easy,4600,2.327,0.1339
Easy,5100,3.6388,2.1
Easy,5400,18.5937,15.242
Easy,4600,0.568,0.1277
Easy,5100,3.2576,2.0879
Easy,4600,0.8336,0.3242
Easy,4900,2.5206,1.1132
Easy,4800,0.8799,0.053
Easy,4800,1.2159,0.0344
Easy,5300,5.8554,0.948
Easy,5300,4.5849,2.5318
Easy,5200,4.0065,0.9432
Easy,5000,2.0929,0.8921
Easy,4700,0.742,0.2794
Easy,4800,0.6268,0.0788
Easy,4800,0.7262,0.2171
Easy,5100,3.9745,0.2006
Easy,5100,13.2201,1.0734
Easy,5100,3.8871,1.4608
Easy,5100,2.87,0.1312
Easy,5000,5.8059,1.0719
Easy,4700,1.725,0.5988
Easy,5000,1.9303,0.5285
Easy,5100,6.0927,4.6147
Easy,5100,3.4447,0.7024
Easy,5200,1.5592,0.0821
Easy,5350,11.3442,3.9436
Easy,4600,3.267,2.1615
Easy,4400,2.9889,0.3883
Easy,5300,2.7787,1.0118
Easy,4900,1.7083,0.5886
Easy,4700,0.8093,0.1453
Easy,4500,0.946,0.1092
Easy,4900,6.9611,3.4867
Easy,4800,0.7041,0.1217
Easy,4700,2.1087,0.7804
Easy,5300,5.9478,1.5691
Easy,5300,6.7571,1.0649
Easy,4700,2.7489,0.2317
Easy,4700,2.2654,0.7208
Easy,4900,2.1449,0.2821
Easy,4700,1.3056,0.6557
Easy,4400,1.4338,0.3373
Easy,4800,7.1922,5.0665
Easy,5100,8.0111,2.9389
Easy,5200,5.6463,1.2539
Easy,5000,5.5523,1.5957
Easy,5300,125.7627,122.091
Easy,5200,11.4024,7.0447
Easy,4800,1.1022,0.3053
Easy,5200,5.1413,0.1562
Easy,4500,1.4985,0.2653
Easy,4500,1.476,0.7505
Easy,4500,0.7191,0.1239
Easy,4500,0.6302,0.0677
Easy,4800,10.9187,8.1779
Easy,4400,0.4949,0.0532
Easy,4500,0.7069,0.0752
Easy,5300,1.9763,0.2964
Easy,5300,2.6554,1.0379
Easy,4700,3.3052,2.4199
Easy,5000,1.2097,0.1164
Easy,4400,1.0719,0.1458
Easy,4900,2.6203,1.0174
Easy,4600,0.9701,0.021
Easy,4400,0.5423,0.0949
Easy,5300,3.5377,0.3785
Easy,5200,9.0818,6.1283
Easy,5400,10.4523,5.2146
Easy,5400,10.5766,5.861
Easy,5100,18.5884,9.79
Easy,5300,14.6951,0.9452
Easy,4500,0.6139,0.0836
Easy,5300,4.7398,0.7686
Easy,5400,5.0975,1.7549
Easy,4400,0.7675,0.2402
Easy,4600,0.6205,0.142
Easy,5000,2.8401,1.123
Easy,5200,5.0426,1.9793
Easy,5400,3.527,0.1526
Easy,5400,7.7754,5.7103
Easy,5100,6.0788,1.9407
Easy,4700,2.2938,0.2266
Easy,5200,5.5621,2.5455
Easy,4800,1.2944,0.4994
Easy,4500,1.3922,1.0049
Easy,4600,1.5048,0.1351
Easy,5300,5.8918,0.8738
Easy,4600,2.8324,1.5351
Easy,4800,3.2408,1.6593
Easy,5300,3.1894,0.7257
Easy,4600,0.7107,0.0833
Easy,5400,8.8936,0.636
Easy,4600,1.0348,0.3464
Easy,4700,3.4294,0.2252
Easy,5200,5.4312,2.8897
Easy,4500,1.3527,0.1115
Easy,4700,0.8655,0.1061
Easy,5400,3.6786,1.4193
Easy,5450,1.8434,0.9122
Easy,4600,0.5672,0.0901
Easy,5100,13.5119,8.1787
Easy,5400,18.0529,12.2616
Easy,4600,0.7444,0.1573
Easy,5100,25.2248,20.8587
Easy,5400,10.4495,1.0637
Easy,5200,2.0546,0.2496
Easy,5200,5.8083,1.5542
Easy,5300,11.5067,10.2187
Easy,4500,0.6577,0.1124
Easy,4600,1.2525,0.408
Easy,5300,4.3191,1.7167
Easy,5200,1.9108,0.6466
Easy,5000,4.2796,2.4277
Easy,4700,5.4076,1.5053
Easy,4700,1.7953,0.3422
Easy,4900,2.0697,0.9145
Easy,4800,2.2399,0.2441
Easy,5000,1.4243,0.4074
Easy,5400,34.3674,22.7299
Easy,4900,1.4294,0.305
Easy,5300,2.9066,0.7688
Easy,4700,1.725,1.1287
Easy,4900,11.5205,7.6984
Easy,5300,4.5118,0.218
Easy,4600,1.7859,0.2822
Easy,4700,0.9663,0.0609
Easy,4700,1.6447,0.2644
Easy,4600,0.9281,0.2912
Easy,5300,4.5954,0.2889
Easy,5100,4.8949,2.5644
Easy,5300,5.293,2.3435
Easy,4900,4.6706,1.0861
Easy,5400,35.0664,31.0382
Easy,5300,37.474,29.5352
Easy,4700,1.4557,0.7809
Easy,4500,1.4438,0.1164
Easy,5000,1.4391,0.4494
Easy,5400,37.5029,28.2359
Easy,4900,1.0907,0.1762
Easy,4800,1.3192,0.2206
Easy,5200,3.9247,0.9547
Easy,4800,1.4375,0.2614
Easy,5000,3.5876,1.3942
Easy,4800,3.8132,2.7683
Easy,4700,0.743,0.1713
Easy,5300,16.3541,7.7434
Easy,5300,6.0369,1.2722
Easy,4600,0.8456,0.1543
Easy,4800,0.7453,0.2563
Easy,4600,0.8883,0.044
Easy,4600,0.6041,0.0788
Easy,4500,1.0925,0.5664
Easy,4900,2.9964,0.4053
Easy,5300,14.3976,10.0358
Easy,5000,2.4435,0.1942
Easy,4500,0.8358,0.1609
Easy,4500,0.8454,0.1045
Easy,4900,2.4842,0.2341
Easy,5000,8.5257,2.6649
Easy,4900,0.9786,0.3723
Easy,4800,1.3541,0.75
Easy,5000,5.5995,3.2361
Easy,4600,1.2146,0.129
Easy,5100,2.1318,0.1863
Easy,4400,0.9939,0.3826
Easy,5300,21.8841,19.0772
Easy,4600,1.0673,0.2512
Easy,5100,3.5889,1.9788
Easy,5400,2.4742,1.0099
Easy,5100,4.4396,1.3073
Easy,5300,10.2362,7.228
Easy,4600,0.5656,0.0689
Easy,5400,16.2096,12.8887
Easy,4500,0.8681,0.1455
Easy,4800,2.6888,1.2389
Easy,4600,0.5018,0.054
Easy,4400,0.6189,0.1153
Easy,4900,1.296,0.5331
Easy,4700,1.5838,0.1029
Easy,5400,6.3723,0.9677
Easy,4500,1.0959,0.1362
Easy,5300,2.9249,0.7292
Easy,4400,0.909,0.0792
Easy,4500,0.7296,0.1337
Easy,4700,1.2742,0.7556
Easy,4500,1.3207,0.0505
Easy,4700,1.7226,1.001
Easy,4900,2.87,0.4181
Easy,4550,1.0041,0.3695
Easy,4700,0.7531,0.0607
Easy,5200,3.2079,1.107
Easy,5300,5.4721,2.1308
Easy,5450,3.3965,1.3338
Easy,5300,44.1639,40.0901
Easy,4400,0.6137,0.1577
Easy,4700,0.9339,0.0459
Easy,4800,0.5968,0.1007
Easy,5200,5.9034,2.3839
Easy,4900,2.8282,0.9618
Easy,4900,2.2853,0.4031
Easy,4800,1.8238,0.286
Easy,5450,11.6129,3.8975
Easy,4700,0.9627,0.3587
Easy,4600,1.1199,0.242
Easy,4700,0.7014,0.1924
Easy,4800,1.1474,0.1491
Easy,4400,1.661,0.0778
Easy,5400,12.933,2.9451
Easy,4600,1.5035,0.62
Easy,5200,6.1982,4.528
Easy,4500,0.5325,0.0506
Easy,4700,0.706,0.182
Easy,4700,1.6979,0.8735
Easy,5200,14.5267,2.8914
Easy,4600,0.9409,0.1652
Easy,4800,3.3714,0.6361
Easy,4400,0.5448,0.1075
Easy,5400,22.016,18.4945
Easy,5300,5.958,4.1536
Easy,5000,4.9113,1.38
Easy,4900,2.504,0.9342
Easy,4500,1.2157,0.3086
Easy,5200,4.0533,0.5459
Easy,4500,0.8518,0.1305
Easy,4500,0.8636,0.2609
Easy,4500,2.2189,1.7598
Easy,4600,0.7306,0.322
Easy,5400,6.4644,2.5087
Easy,5400,11.4415,5.1786
Easy,4600,1.0796,0.0462
Easy,5000,3.9835,1.1828
Easy,5000,1.4586,0.6744
Easy,4700,1.4257,0.2589
Easy,5100,2.8801,0.9107
Easy,4400,1.6962,0.2986
Easy,5400,13.1768,4.6316
Easy,4800,1.6662,0.2686
Easy,5400,4.453,0.5048
Easy,4900,5.4231,4.8492
Easy,4400,0.6445,0.0771
Easy,4900,1.4055,0.1362
Easy,5400,3.9973,0.5018
Easy,4800,2.0106,0.2769
Easy,5300,10.3199,4.4167
Easy,4700,0.6927,0.1199
Easy,4800,3.1767,2.5007
Easy,5300,6.0697,1.8541
Easy,4700,2.3335,0.9162
Easy,4400,0.5009,0.0669
Easy,4900,1.1094,0.0935
Easy,4600,0.6749,0.124
Easy,4700,1.9594,0.4365
Easy,5400,5.3004,2.3154
Easy,5200,4.9216,2.1605
Easy,5400,5.3067,1.2135
Easy,5400,16.2356,7.6463
Easy,4800,3.3733,0.4772
Easy,5450,2.6148,0.5414
Easy,4400,1.0828,0.1463
Easy,5400,18.6728,2.0941
Easy,4500,0.7062,0.0663
Easy,4900,2.396,0.0558
Easy,5100,6.5078,0.7055
Easy,4800,1.3432,0.1079
Easy,5100,4.3788,1.7922
Easy,4800,3.0313,1.1302
Easy,4700,2.8157,0.68
Easy,5000,1.883,0.159
Easy,5400,34.3521,25.4443
Easy,4700,1.0599,0.0742
Easy,5350,3.3292,1.4713
Easy,5200,2.9243,1.4844
Easy,5300,9.1057,4.0136
Easy,4800,1.485,0.8039
Easy,5200,2.5304,0.4591
Easy,4600,1.4669,0.3973
Easy,5000,2.1469,0.1143
Easy,4400,4.5825,0.0462
Easy,4900,2.9536,0.555
Easy,4500,0.7232,0.1035
Easy,4900,4.3607,1.9332
Easy,4700,0.8467,0.0394
Easy,4800,1.7329,0.1056
Easy,4700,1.0998,0.1985
Easy,4800,1.1825,0.1106
Easy,4800,1.1034,0.2404
Easy,4600,0.685,0.1339
Easy,5200,9.1111,2.0593
Easy,5200,4.313,2.0065
Easy,5400,10.8879,2.3151
Easy,4500,1.6421,0.7993
Easy,5100,2.6049,1.2963
Easy,4400,0.6139,0.0862
Medium,6050,12.6597,1.4539
Medium,5500,35.8051,15.7507
Medium,5500,13.6139,5.7074
Medium,5700,18.867,2.5567
Medium,5500,32.4978,24.4862
Medium,5500,14.0641,2.4536
Medium,5600,15.7681,9.5564
Medium,6450,1.8156,0.7302
Medium,5500,90.5011,84.3079
Medium,6050,116.6665,97.2489
Medium,5750,2.0576,0.6709
Medium,6250,10.2628,0.9401
Medium,5700,23.5489,4.9812
Medium,5600,46.0419,29.7962
Medium,5700,29.4629,2.1793
Medium,6750,22.0502,13.3788
Medium,5500,25.9461,1.1171
Medium,6850,29.0222,11.7785
Medium,5700,33.3909,25.0257
Medium,6350,10.7112,8.4539
Medium,5500,14.9599,2.046
Medium,5400,12.7219,2.1642
Medium,6550,34.7545,20.3131
Medium,5500,17.0913,7.6736
Medium,5400,11.0976,2.1764
Medium,5400,4.4842,0.555
Medium,5400,16.1429,2.9081
Medium,5700,21.4623,3.5538
Medium,6750,18.4181,9.7532
Medium,5600,16.8585,7.2478
Medium,5500,45.8361,8.4901
Medium,5400,36.9509,28.3837
Medium,5800,40.1053,25.3687
Medium,5500,101.0452,91.5411
Medium,6550,19.9824,7.3134
Medium,6700,93.4531,76.4416
Medium,5950,8.9441,1.352
Medium,5750,24.2027,18.9869
Medium,6150,1.888,0.3225
Medium,5500,19.3209,9.8597
Medium,6350,14.8145,10.0356
Medium,5750,15.3013,0.6686
Medium,6150,19.3879,8.8509
Medium,5800,71.6542,61.983
Medium,6250,11.3387,4.8986
Medium,6250,11.9188,0.601
Medium,5400,20.9753,4.7531
Medium,5550,15.5741,10.1311
Medium,6550,8.3917,5.4164
Medium,6150,19.239,8.8011
Medium,5700,35.2623,17.1599
Medium,5600,29.5977,17.6929
Medium,5600,31.5635,11.216
Medium,5650,4.4034,1.795
Medium,5850,41.3706,31.9907
Medium,5500,7.0911,0.3942
Medium,5800,33.9023,11.4957
Medium,5400,8.5753,2.9274
Medium,6250,7.4954,3.1435
Medium,6800,25.5551,16.1117
Medium,5500,20.6036,10.7488
Medium,6050,5.8641,0.5597
Medium,5700,48.0983,31.7747
Medium,6450,4.713,1.3709
Medium,5400,15.7601,8.4936
Medium,5400,7.1996,1.7667
Medium,5600,9.217,1.6269
Medium,5800,18.7178,8.3016
Medium,5500,16.2918,8.1576
Medium,5700,14.2714,2.1157
Medium,5400,17.5836,2.0538
Medium,6450,3.2213,1.9447
Medium,5400,6.1328,2.2834
Medium,6750,23.9363,14.6749
Medium,6850,2.5293,0.6329
Medium,5400,2.5326,0.705
Medium,5700,29.8674,17.8905
Medium,6750,15.5391,3.3871
Medium,6250,29.6402,17.5464
Medium,5300,10.294,3.7539
Medium,6550,12.8366,3.4278
Medium,5400,13.4688,1.0763
Medium,6150,19.8202,3.9834
Medium,5600,9.4253,0.9919
Medium,5400,6.6287,1.968
Medium,6350,19.6853,9.7699
Medium,6050,16.8995,8.2999
Medium,5600,29.4613,7.9374
Medium,5400,3.581,0.5646
Medium,5500,17.0386,12.3059
Medium,5400,11.6558,6.9917
Medium,5600,18.8454,8.369
Medium,5500,37.9336,29.577
Medium,5600,60.601,47.3652
Medium,5400,12.6186,7.2621
Medium,5500,9.5426,1.3251
Medium,5750,18.996,9.6539
Medium,5500,13.0715,3.1293
Medium,6550,19.685,2.8464
Medium,5600,56.3966,32.8574
Medium,5400,30.0633,17.6518
Medium,5400,13.9663,8.3837
Medium,6100,164.5593,155.3543
Medium,6750,20.3987,5.9935
Medium,5500,12.9138,8.7428
Medium,6450,25.0715,23.4188
Medium,5500,25.4862,22.0715
Medium,6550,14.135,10.0136
Medium,5850,4.4011,0.9625
Medium,5500,11.7168,1.0348
Medium,5400,4.9057,1.6236
Medium,5600,12.9234,3.4886
Medium,5400,12.6689,1.2479
Medium,6750,12.1603,6.0264
Medium,6500,11.6866,4.4866
Medium,5600,21.0128,9.8739
Medium,5600,9.0821,0.8846
Medium,5400,35.4346,34.149
Medium,5950,3.7676,1.5379
Medium,5500,24.2138,2.4379
Medium,5700,34.6532,21.5521
Medium,5400,26.4656,21.611
Medium,6750,97.5428,88.7245
Medium,6850,117.8681,100.4564
Medium,5950,9.0764,1.2976
Medium,6550,272.3009,262.3186
Medium,5500,23.3356,6.3962
Medium,5600,12.3141,1.7653
Medium,6350,136.3103,120.6093
Medium,5400,9.046,1.1346
Medium,5500,24.7425,7.596
Medium,6750,13.2601,5.2466
Medium,6850,9.3655,0.5382
Medium,6050,10.6249,1.9742
Medium,5700,18.2201,3.3458
Medium,6250,4.7382,1.4005
Medium,6050,23.1672,3.9314
Medium,5500,25.573,13.9782
Medium,5400,17.8569,9.4901
Medium,6650,14.7696,3.7161
Medium,6650,23.8602,17.0326
Medium,5600,23.7633,0.811
Medium,5750,11.0496,0.7087
Medium,6250,14.5329,4.5269
Medium,5850,4.7716,1.9374
Medium,5700,53.7184,40.0969
Medium,5700,24.8137,17.8881
Medium,5500,6.389,1.307
Medium,5600,19.0087,8.1799
Medium,5900,588.5382,575.4201
Medium,5500,5.1129,0.5889
Medium,5400,6.1366,1.9416
Medium,5400,10.271,9.0916
Medium,5600,21.9722,11.9083
Medium,6150,17.7055,1.646
Medium,5500,7.9961,0.226
Medium,5400,15.4658,9.5471
Medium,6550,30.377,11.9736
Medium,5600,8.9075,0.2541
Medium,5600,12.0908,4.3063
Medium,6250,8.0595,1.4257
Medium,6750,13.6504,5.529
Medium,5400,7.2492,4.0774
Medium,5500,9.3144,2.9478
Medium,5600,223.1326,211.9329
Medium,6850,16.048,3.8009
Medium,5500,25.766,0.748
Medium,6050,2.0515,0.4302
Medium,5650,5.6376,2.8013
Medium,5700,42.1375,31.4718
Medium,5400,9.7792,0.3864
Medium,5400,3.3345,0.8747
Medium,5950,242.7207,228.7454
Medium,5600,17.5331,4.13
Medium,5500,20.436,10.6506
Medium,5500,48.4407,44.2446
Medium,5400,14.9371,3.4353
Medium,5600,14.1564,7.6922
Medium,6150,47.7486,30.062
Medium,5400,13.5339,8.1453
Medium,5400,8.8599,4.819
Medium,5600,20.075,6.7045
Medium,6250,18.9168,2.891
Medium,5400,1.7469,0.4086
Medium,5800,42.3409,12.6968
Medium,6150,22.3399,19.0531
Medium,6850,21.1256,4.0203
Medium,6050,33.2269,15.6152
Medium,5800,147.7229,129.7393
Medium,6750,8.3282,1.43
Medium,5400,19.606,7.4085
Medium,6500,20.9354,15.2017
Medium,5700,11.5952,1.8618
Medium,5400,18.4846,10.5949
Medium,6050,3.5621,0.3917
Medium,5400,5.5494,0.6176
Medium,6650,140.3101,113.9603
Medium,5700,236.5406,213.4972
Medium,5950,9.6539,1.5556
Medium,5400,7.7595,0.9969
Medium,5500,26.197,20.5324
Medium,5600,48.1991,40.9677
Medium,5400,15.3813,7.2082
Medium,6550,18.8023,6.4725
Medium,5400,3.5381,0.7099
Medium,6050,27.3646,18.8648
Medium,6050,22.3492,16.8482
Medium,6600,151.8676,142.9444
Medium,5400,6.1499,2.1118
Medium,5400,4.5984,1.5027
Medium,6650,40.6537,32.6735
Medium,5500,8.6771,1.0522
Medium,6800,116.4672,113.5089
Medium,5500,5.3437,0.1227
Medium,5700,20.6799,11.2459
Medium,6250,24.0396,18.5498
Medium,5500,4.4663,0.2951
Medium,5500,11.9402,2.0973
Medium,6350,24.1128,6.1224
Medium,6850,43.4014,30.4287
Medium,6150,12.913,1.0314
Medium,5600,33.8311,23.6065
Medium,5400,43.0934,29.4586
Medium,6350,27.1645,16.8671
Medium,6550,30.7985,11.5958
Medium,5400,112.8529,103.8391
Medium,6850,89.6843,84.0857
Medium,5500,23.1386,17.9414
Medium,5500,7.3419,0.7843
Medium,5600,33.3752,17.3949
Medium,5950,28.4341,15.6267
Medium,6450,5.6704,0.8497
Medium,5600,16.2626,2.7982
Medium,5600,14.412,2.1691
Medium,6350,124.3145,110.6247
Medium,5700,44.0835,27.7847
Medium,5600,8.7823,0.3895
Medium,6050,91.9581,84.9033
Medium,5600,4.8039,2.3373
Medium,6550,15.8327,0.9548
Medium,6050,6.336,0.5419
Medium,6450,317.2068,309.5649
Medium,6200,10.0887,7.8814
Medium,5600,25.3021,14.021
Medium,5950,2.0796,0.3765
Medium,6700,1.9609,0.4066
Medium,5400,13.269,7.675
Medium,6650,24.0927,17.7691
Medium,6800,16.1651,9.7971
Medium,5600,7.2371,1.2726
Medium,5500,8.2392,4.0167
Medium,6550,2.8271,1.4416
Medium,5600,18.2461,6.6714
Medium,5400,2.9449,1.1821
Medium,6750,10.2821,1.3959
Medium,6800,13.3989,3.3176
Medium,5500,13.4417,6.0262
Medium,5700,28.1626,16.1422
Medium,5550,6.6675,4.6416
Medium,5400,11.5178,3.4199
Medium,5850,15.3484,1.576
Medium,5700,18.2851,8.0916
Medium,5500,19.6688,2.9686
Medium,6850,16.1148,6.1769
Medium,6250,37.2619,22.2028
Medium,6250,14.9291,1.9545
Medium,6050,16.2576,11.9773
Medium,5500,7.2192,4.176
Medium,6650,110.3518,95.8087
Medium,5700,28.6829,24.5992
Medium,5700,51.5769,37.2356
Medium,6750,11.3199,1.9153
Medium,6600,9.703,5.8242
Medium,5350,1.763,0.2075
Medium,5500,10.3878,0.5399
Medium,5650,36.9222,23.8532
Medium,5600,23.2758,14.1403
Medium,6550,3.6527,0.871
Medium,6850,68.2703,63.5715
Medium,5650,6.0579,0.5747
Medium,5500,5.8644,4.5603
Medium,5600,20.394,1.4168
Medium,6150,94.3172,82.9492
Medium,6800,8.4299,1.4706
Medium,5850,41.4601,21.0751
Medium,5950,29.5405,2.2456
Medium,6050,5.2654,3.2966
Medium,6150,44.5661,35.8066
Medium,5500,9.2014,4.7492
Medium,5400,5.5452,1.2878
Medium,5400,6.5702,0.2648
Medium,5500,107.7547,89.6054
Medium,6350,11.6181,4.0292
Medium,6750,4.1253,1.4186
Medium,5800,113.0351,99.4859
Medium,5500,22.6954,10.7835
Medium,5700,16.0018,4.3744
Medium,6850,44.8069,31.9681
Medium,5600,39.6567,30.4385
Medium,5850,13.2139,2.6012
Medium,6350,10.7426,4.2979
Medium,5500,4.5349,0.6194
Medium,5950,55.1247,42.0771
Medium,6450,62.2457,48.4559
Medium,5800,17.3468,7.5907
Medium,6350,8.4777,4.1608
Medium,6150,35.2015,28.6476
Medium,5600,35.4872,25.831
Medium,6750,86.5077,70.7004
Medium,5950,8.6111,2.1946
Medium,5400,6.7327,1.1122
Medium,5600,9.308,1.4592
Medium,5500,7.2266,5.0208
Medium,5600,22.6829,20.1207
Medium,6250,32.5655,13.7838
Medium,6450,44.3845,31.6438
Medium,5600,9.2068,0.6084
Medium,5400,9.1036,1.0681
Medium,5400,6.1226,1.5443
Medium,6650,16.5461,10.8084
Medium,6050,177.3321,172.3971
Medium,5500,11.177,1.4979
Medium,5500,24.3083,12.723
Medium,5400,5.7063,0.9932
Medium,5400,14.9348,7.2035
Medium,5400,6.1349,2.5206
Medium,5800,29.885,5.9992
Medium,5750,12.9882,2.7096
Medium,6550,31.4244,3.8083
Medium,6450,25.7089,13.9652
Medium,6250,16.6774,9.021
Medium,5500,11.2221,7.3476
Medium,5400,14.8896,1.1136
Medium,5750,3.3598,0.1386
Medium,5600,10.6202,3.6139
Medium,5500,4.0663,0.5965
Medium,5550,14.8631,1.6097
Medium,5500,6.727,1.3225
Medium,5950,24.2026,9.9745
Medium,5600,16.1421,2.4275
Medium,5700,62.4656,51.9375
Medium,5850,45.3918,26.9501
Medium,5800,214.8572,197.6331
Medium,5950,4.4624,0.4738
Medium,5400,4.8555,0.4849
Medium,5750,2.4409,0.6711
Medium,6050,2.47,0.4917
Medium,5400,15.0327,6.2962
Medium,5700,23.8004,12.9295
Medium,5950,6.6592,0.4955
Medium,6800,153.3795,129.3538
Medium,5500,1.22,0.1187
Medium,5950,16.2276,4.8008
Medium,6450,40.1614,32.6647
Medium,6750,17.5222,1.6646
Medium,6250,14.6876,9.1269
Medium,6650,138.3943,134.9912
Medium,5850,3.4731,1.814
Medium,6450,14.6669,6.9663
Medium,5600,29.2211,20.3416
Medium,5600,78.9843,74.1606
Medium,5750,26.3868,14.6527
Medium,6250,29.0823,18.9297
Medium,6800,42.0247,33.2628
Medium,5600,92.3147,83.6802
Medium,5600,18.3701,7.9208
Medium,5500,12.0385,1.0343
Medium,6350,7.7693,4.2267
Medium,5400,13.4844,5.236
Medium,5900,13.7021,4.6644
Medium,5900,1437.0449,1418.2043
Medium,6550,7.6867,3.2105
Medium,5600,42.4763,20.9774
Medium,5400,6.5373,1.7974
Medium,5500,29.4352,23.8178
Medium,5400,10.3234,4.9471
Medium,5400,10.6132,7.9115
Medium,5600,28.0181,20.645
Medium,5450,7.6314,5.1747
Medium,5400,26.6527,22.8267
Medium,5950,15.2625,4.6545
Medium,5900,14.798,4.4002
Medium,5600,14.6007,9.2502
Medium,5500,16.2786,9.7294
Medium,5600,67.4793,57.7689
Medium,5600,15.6329,1.1606
Medium,5500,16.459,4.1622
Medium,5650,11.8461,0.5193
Medium,6650,27.7187,23.9561
Medium,5600,28.9541,20.5188
Medium,6250,20.5266,10.6926
Medium,5750,8.9469,2.1418
Medium,6650,83.7373,72.4356
Medium,6750,37.3115,21.2163
Medium,6150,101.0289,93.9799
Medium,5600,13.0381,4.7821
Medium,5500,400.9323,398.3384
Medium,5700,171.5347,166.4214
Medium,5700,97.5387,84.5417
Medium,6450,3.2724,1.5192
Medium,5700,18.1694,10.3115
Medium,6650,6.4654,1.3076
Medium,6450,32.3469,15.6181
Medium,5300,10.3345,4.6671
Medium,6850,45.6618,20.3031
Medium,5400,33.6239,27.4118
Medium,5400,4.3157,0.5558
Medium,5400,10.3337,2.5717
Medium,6300,31.9856,20.2848
Medium,5400,19.9137,14.7774
Medium,5600,13.7378,1.2841
Medium,5500,10.0825,3.99
Medium,5400,4.7262,2.1112
Medium,5400,43.9553,34.8316
Medium,6450,32.2503,27.5567
Medium,5500,82.4861,78.2761
Medium,6350,3406.3088,3389.9815
Medium,5650,13.8579,9.5502
Medium,5700,20.0767,8.239
Medium,6400,22.0606,17.7354
Medium,6650,12.0283,6.258
Medium,5500,6.411,2.6962
Medium,5950,26.5767,7.9387
Medium,5750,5.2918,0.6423
Medium,6550,26.6078,11.8649
Medium,5700,18.9512,7.5612
Medium,6000,36.3684,29.1159
Medium,6550,25.5062,13.6236
Medium,6450,13.9884,0.8703
Medium,5950,35.0328,17.6858
Medium,6250,31.0586,18.8563
Medium,5400,26.7047,11.413
Medium,6700,2.987,0.3406
